symbol	entrez_id
NCRNA00265-3P	100287470
C20ORF69	140849
NCRNA00266	140849
NCRNA00266-1	140849
NCRNA00266B	100287785
NCRNA00266-2P	100287785
C6ORF88	441123
NCRNA00266C	441123
NCRNA00266-3	441123
NCRNA00266D	100642176
NCRNA00266-4P	100642176
NCRNA00268	441426
NCRNA00268B	100288610
NCRNA00268-2P	100288610
CXORF62	100996279
NCRNA00269	100996279
C6ORF217	100131814
NCRNA00271	100131814
C1ORF120	388719
NCRNA00272	388719
NCRNA00273	649159
NCRNA00276	100499171
NCRNA00278	100873962
NCRNA00279	100873963
NCRNA00280	100873964
NCRNA00290	728081
NCRNA00293	497634
NCRNA00294	283267
NCRNA00297	100874059
C2ORF46	339789
NCRNA00299	339789
C11ORF64	283197
NCRNA00301	283197
C1ORF46	388699
NCRNA00302	388699
C1ORF157	284573
NCRNA00303	284573
C16ORF81	283860
NCRNA00304	283860
C18ORF20	221241
NCRNA00305	221241
NCRNA00307	266919
C21ORF74	54143
NCRNA00308	54143
NCRNA00309	150992
C21ORF82	114036
NCRNA00310	114036
TMEM148	197196
NCRNA00311	197196
LOH3CR2A	29931
NCRNA00312	29931
C21ORF84	114038
NCRNA00313	114038
C21ORF94	246705
NCRNA00314	246705
C21ORF93	246704
NCRNA00315	246704
C21ORF111	388830
NCRNA00316	388830
C21ORF117	378828
NCRNA00317	378828
C21ORF125	284836
NCRNA00319	284836
C21ORF131	387486
NCRNA00320	387486
C21ORF136	100126693
NCRNA00322	100126693
C21ORF130	284835
NCRNA00323	284835
C17ORF44	284029
NCRNA00324	284029
NCRNA00326	285735
NCRNA00327	100506697
NCRNA00328A	51152
NCRNA00328	51152
NCRNA00328B	100874404
NCRNA00328-2P	100874404
NCRNA00330	144817
NCRNA00331	100874126
NCRNA00332	100874127
NCRNA00333	100874128
C21ORF89	114042
NCRNA00334	114042
C6ORF227	401253
NCRNA00336	401253
C1ORF211	148645
NCRNA00337	148645
NCRNA00339	29092
NCRNA00342	150759
NCRNA00343	144920
LINC00344	144920
NCRNA00344	144920
LINC00401	103689913
LINC00453	643365
AMER2-AS1	101928922
C1ORF97	84791
C17ORF54	283982
C18ORF2	56651
C2ORF52	151477
C6ORF155	79940
C6ORF176	90632
C9ORF27	58483
C9ORF44	158314
C9ORF130	100128782
C12ORF67	144360
C21ORF129	150135
C17ORF55	284185
C9ORF73	100129347
C3ORF66	677779
C21ORF71	282566
C14ORF26	400208
C6ORF218	221718
C14ORF30	161342
C14ORF34	645687
C14ORF70	283601
C14ORF71	338002
C18ORF18	147525
C21ORF104	54748
C22ORF37	200298
C8ORF8	83647
C6ORF38	387055
LINC00422	100652865
C6ORF208	80069
C4ORF11	439934
C9ORF146	100113404
C9ORF107	414319
C8ORF71	26138
C8ORF75	619351
C15ORF50	414926
C10ORF101	414243
C14ORF165	102724845
C15ORF5	81698
C12ORF33	253128
C12ORF37	439916
C14ORF63	145249
C10ORF136	414260
C14ORF74	105370683
CXYORF10	283981
NCRNA00107	283981
PPP2R3B-AS1	283981
C20ORF90	140865
C20ORF61	728450
C3ORF74	100128378
LINC01263	101927774
DZANK1-AS1	440757
C3ORF42	84657
GHRLOS2	84657
PDZK1IP1-AS1	100874253
C1ORF98	554279
SMIM16	554279
C17ORF52	283994
LSAMP-AS4	100506724
LSAMP-AS2	100861506
C7ORF13	100506380
KCNMB2-IT1	100874330
LINC00875	388685
CT64	647107
CT60	348120
CT49	404663
EMCN-IT3	100874275
EMCN-IT2	100874276
EMCN-IT1	107986233
C8ORF69	619344
C18ORF64	100130480
HCCAT4	401561
MDONA	105616916
C12ORF61	283416
CXORF31	724087
CXORF28	100129464
C21ORF69	84536
C21ORF67	84536
C21ORF54	728409
C21ORF37	100505929
C14ORF64	388011
C14ORF23	387978
C10ORF40	283025
C5ORF27	202299
C1ORF180	439927
C6ORF100	729583
C6ORF123	26238
LINC01557	26238
C12ORF36	283422
CXORF24	203414
C10ORF85	404216
C3ORF27	23434
C4ORF6	10141
C14ORF182	283551
C6ORF164	63914
C14ORF183	196913
C6ORF195	154386
C8ORF23	101926947
NCRNA00249	101926947
C12ORF79	256021
C20ORF62	140834
C6ORF7	89758
EIF2B5-IT1	105374251
EIF2B5-AS1	100874079
LINC02187	102724940
LINC2194	105371142
FAM183CP	286135
C17ORF69	147081
CRHR1-IT1	147081
LINC002481	339988
C11ORF78	100009613
NCRNA00224	100009613
ANO1-AS2	100009613
CELSR3-AS1	102724368
KCNC4-AS1	100873974
MEOX2-AS1	101927524
C14ORF22	102725045
NOVA1-AS1	102725045
MIRLET7DHG	158257
C14ORF144	145195
C9ORF141	101928638
PRR31	101928638
C17ORF51	339263
C15ORF53	400359
C1ORF140	400804
C7ORF71	285941
C1ORF137	388667
C1ORF143	440714
C10ORF91	170393
C20ORF187	728434
C9ORF170	401535
C11ORF44	283171
C12ORF80	283403
C17ORF82	388407
C17ORF112	100506650
C3ORF79	152118
C10ORF142	100130539
ISX-AS1	101926957
MIR133BHG	101154644
LINC-MD1	101154644
LRRN6A	84894
LRRN6C	158038
LRRN6B	645191
LRRN6D	339398
LINS	55180
MRT27	55180
LIPL1	142910
LIPL2	643414
LIPL3	340654
LIPL4	643418
C5ORF11	167410
C20ORF201	198437
C7ORF34	135927
LLGL	3996
HUGL	3996
HUGL-1	3996
C12ORF31	84298
LLPH-AS1	103625681
F5F8D	3998
C5ORF8	10960
C7ORF2	64327
C6ORF209	55788
C16ORF26	64788
TMEM112	64788
TMEM153	91289
TMEM112B	91289
LMN1	4000
CMD1A	4000
LGMD1B	4000
PRO1	4000
LMNL1	4000
LMN2	84823
IFLTD1	160492
C11ORF35	256329
RBTN1	4004
RBTNL1	4005
RBTNL2	55885
FBXO20	4008
C13ORF45	729420
C13ORF45-IT1	104326189
LMX1	4009
NPS1	4010
LINC01468	101928687
LINC01384	101929685
LINC02407	105369848
LINC01759	102724571
KIAA1715	80856
LNX	84708
PDZRN1	222484
PRSS15	9361
RNF127	79836
LOR	4014
DFNB77	125336
LP	4018
APOAL	80350
EDG2	1902
EDG4	9170
EDG7	23566
GPR23	2846
GPR93	57121
GPR92	57121
P2RY5	10161
AYTL2	79888
AYTL1	54947
OACT5	10162
MBOAT5	10162
AYTL3	254531
AGPAT7	254531
FAM34A	9926
FAM34BP	100129398
FAM34A2P	100129398
LIPN3L	64900
LIPD	4023
FAM84A	151354
FAM84B	157638
CDC4L	987
CHDC1	23143
LRN	4034
KIAA1246	57497
SALM1	57497
C14ORF146	145581
C1ORF103	55791
LRRC21	26103
LRRC22	340745
C10ORF11	83938
APR	4035
A2MR	4035
IGFBP3R1	4035
IGFBP-3R	4035
LRP7	4041
OPPG	4041
EVR1	4041
A2MRAP	4043
RAP	4043
LSFC	10128
PPIL5	122769
LUZP3	83598
LUZPP1	83598
LUZP3P	83598
C21ORF102	81543
LRRC3DN	81543
C21ORF30	81543
LRRC3-AS1	100861510
LRIG4	94030
LRRC8	56262
LRRC5	55144
FBXL9	26231
D11S833E	2615
GARP	2615
LRRC37A4	55073
C9ORF29	652972
LRRC37B2	147172
C1ORF92	149499
C6ORF154	221424
C14ORF166B	145497
LRRC74	145497
C17ORF76	388341
FAM211A	388341
C22ORF36	388886
FAM211B	388886
LINC01330	646168
LRRC44	127255
PARK8	120892
LRRN5	10446
C20ORF75	164312
LRRC51	220074
DFNB63	220074
C6ORF28	57819
LSM6P	100129011
LSM12P	653122
C19ORF13	26065
FAM61A	26065
C20ORF40	149986
FAM61B	149986
C7ORF53	286006
C3ORF45	132228
TNFB	4049
TNFC	4050
P2RY7	1241
GPR16	1241
CMKRL1	1241
C14ORF141	4053
D12S370	4055
C21ORF98	26046
C21ORF10	26046
ZNF294	26046
RNF160	26046
ORAOV1	220064
C6ORF93	84946
LDC	4060
C1ORF190	541468
C9ORF150	286343
C6ORF19	58496
C6ORF20	80741
C6ORF24	80740
C6ORF23	58530
C6ORF22	79136
C6ORF21	259215
LY86AS	285780
LY86-AS	285780
LYPDC1	116372
LYPDC2	137797
LYPLA2L	653639
C6ORF149	57128
C5ORF31	90624
C17ORF108	201229
CHS1	1130
LYST-IT2	100874266
XLKD1	10894
C2ORF65	130951
C1ORF161	126868
C2ORF54	79919
C5ORF30	90355
TMEM57	55219
C20ORF133	140733
NCRNA00186	100379174
C20ORF68	140848
NCRNA00227	140848
H2AFY	9555
H2AFY2	55506
MAD2L1P	326596
KRML	9935
MAFG-AS1	92659
GMA	4099
MAGE1	4100
MAGE2	4101
MAGE3	4102
MAGE4	4103
MAGE5	4104
MAGE6	4105
MAGE7	4106
MAGEA7	4106
MAGE8	4107
MAGE9	4108
MAGE10	4109
MAGE11	4110
MAGE12	4111
MAGEB6P1	392433
NDNL1	54551
BAIAP1	9223
MAGOH2	100506898
MAGOHP	90352
AZIN1-AS1	100506753
C2ORF47	79568
C11ORF85	283129
RBM13	84549
LINC01024	100505636
C10ORF112	340895
C7ORF30	115416
MLT	10892
TNRC3	55534
CXORF6	10046
MAN1B1-AS1	100289341
MANA2	4124
MANB	4125
MANA1	4123
MANA	4123
LINC00704	100216001
MANEA-AS1	101927288
ARMET	7873
MAP1L	4130
C19ORF5	55201
VCY2IP1	55201
BPY2IP1	55201
PRKMK1	5604
PRKMK2	5605
PRKMK3	5606
SERK1	6416
PRKMK5	5607
PRKMK6	5608
PRKMK7	5609
MEKK1	4214
MEKK2	10746
MEKK3	4215
MEKK4	4216
MEKK5	4217
TAK1	6885
C21ORF7	56911
COT	1326
ESTF	1326
MLK1	4293
MLK2	4294
MLK3	4296
PTK1	4296
ZPK	7786
YSK4	80122
MLK7-AS1	339751
RAB8IP	5871
RAB8IPL1	8491
PARCC1	55700
RPRC1	55700
KIAA1383	54627
PRKM2	5594
PRKM1	5594
C14ORF32	93487
PRKM3	5595
PRKM4	5596
PRKM6	5597
MAPK6PS1	317686
MAPK6PS2	254664
MAPK6PS3	317684
MAPK6PS4	286065
MAPK6PS5	286156
MAPK6PS6	282967
PRKM7	5598
PRKM8	5599
PRKM8IP	9479
PRKM8IPP	644253
MAPK8IPP	644253
PRKM8IPL	23542
PRKM9	5601
PRKM10	5602
PRKM11	5600
SAPK3	6300
PRKM13	5603
CSPB1	1432
CSBP1	1432
CSBP2	1432
C12ORF47	51275
MAPRE1P	80327
DDPAC	4137
MAPTL	4137
MARCH1	55016
MARCH2	51257
MARCH3	115123
MARCH4	57574
RNF153	54708
MARCH5	54708
MARCH6	10299
AXOT	64844
MARCH7	64844
MIR	220972
MARCH8	220972
MARCH9	92979
RNF190	162333
MARCH10	162333
MARCH10-DT	101927877
MARCH11	441061
MARCH11-AS1	107986407
MACS	4082
MLP	65108
MACSL1	4083
KIAA0430	9665
EMK1	2011
MARKL1	57787
MARS	4141
MRVLDC1	83742
MRVLDC2	153562
DFNB49	153562
MRVLDC3	91862
MAS1LP	646366
CRARF	5648
PRSS5	5648
MASP1P1	10747
CRTM	4146
CMP	4146
MPD2	9782
KIAA0892	23383
C3ORF59	151963
MBD3L	85509
MBL1P1	8512
MBL	4153
COLEC2	50639
MBNL	4154
OACT1	154141
OACT2	129642
OACT4	619373
LENG4	79143
KFSD	51360
C19ORF59	199675
C6ORF44	645927
MCFD2L	645927
GPR24	2847
GPR145	84539
MCIN	345643
CDCL1	4171
C21ORF85	114044
MCM3APAS	114044
MCM3AP-AS	114044
CDC21	4173
CDC46	4174
C20ORF154	84515
MCMDC1	254394
C6ORF61	254394
C10ORF119	79892
C8ORF45	157777
FAM195B	348262
C16ORF14	84331
FAM195A	84331
FAM195CP	102388891
FAM195DP	106480278
C10ORF42	90550
CCDC109A	90550
CCDC109B	55013
C6ORF79	63933
CCDC90A	63933
C17ORF23	53383
CCDC90AP1	53383
MAMDC1	161357
NEGF2	4192
MEA	4201
C1ORF149	64769
KIAA1609	57707
TLDC1	57707
MDS1	2122
EVI1	2122
RTT	4204
MRX16	4204
MRX79	4204
TRIP2	5469
PPARGBP	5469
PPARBP	5469
VDRIP	29079
MED4-AS	100873965
CRSP9	9443
TNRC11	9968
FGS1	9968
THRAP1	9969
THRAP2	23389
CXORF4	9282
CRSP2	9282
MED14-AS1	100873985
CXORF4P	359791
CRSP2P	359791
MED14P	359791
TNRC7	51586
PCQAP	51586
PCQAPP	326615
MED15P	326615
CCDC74B-AS1	285103
MED15P2	285103
THRAP5	10025
CRSP6	9440
TRFP	9477
SURB7	9412
SURF5	6837
CRSP3	9439
MRT18	9439
THRAP4	9862
CRSP4	9862
CRSP7	9441
CRSP8	9442
IXL	55588
THRAP6	90390
C13ORF33	84935
MEF2AP	4206
MEF	4210
SNHG23	79104
SNHG24	79104
EGFL3	1953
EGFL4	1954
C19ORF49	1954
EGFL5	1955
C16ORF73	254528
C17ORF104	284071
BHMG1	388553
MEIS1-AS1	100873998
MEIS4	4213
MFI2	4241
MFI2-AS1	100507057
C2ORF4	51072
MEMO1P	728556
C21ORF19	728556
GAX	4223
MEP1AL1	642840
MEP1AL2	644777
BCDIN3	56257
MESDC2	23184
MEST-IT1	317751
C16ORF23	79006
C12ORF1	4234
METTL2	55798
C1ORF184	149281
METT5D1	196074
METT5D2	100130758
METT10D	79066
METT11D1	64745
C1ORF156	92342
FAM119A	151194
C13ORF39	196541
METTL21CP1	121952
C16ORF68	79091
C17ORF95	124512
C6ORF186	728464
C12ORF26	84190
C16ORF13	84326
WBSCR27	155368
RKHD4	92312
RKHD3	84206
RKHD2	51320
RKHD1	399664
C2ORF33	56947
SPAG10	4240
MFSD2	84879
MFSD4	148808
KIAA1919	91749
CLN7	256471
C19ORF28	126321
C10ORF77	79847
TMEM180	79847
HIAT1	64645
HIATL1	84641
HIATL2	84278
C4ORF49	84709
MGAT	4245
GLYT1	4245
C20ORF72	92667
GST12	4257
CTAGE5	4253
MGEA	4253
MGEA6	4253
C22ORF35	440823
ZZANK1	142678
NICAL	64780
C1ORF151	440574
MINOS1	440574
MINOS1-NBL1	100532736
N4BP2L2IT1	100462953
N4BP2L2-IT1	100462953
MINOS1P1	100462953
MINOS1P2	100289489
MINOS1P3	100462954
MINOS1P4	100462957
C19ORF70	125988
CBARA1	10367
EFHA1	221154
EFHA2	286097
C14ORF117	91748
C14ORF43	91748
ELMSAN1	91748
SMCR7L	54471
SMCR7	125170
C17ORF37	84299
KIAA1193	54531
GLIF	4282
MIFD	57409
FAM73A	374986
C9ORF54	84895
FAM73B	84895
C17ORF60	284021
KIAA1024	23251
KIAA1024L	100127206
LINC01604	100507316
FAM63A	55793
FAM63B	54629
C10ORF97	80013
FAM188A	80013
C7ORF67	84182
FAM188B	84182
C3ORF76	646951
FAM188B2	646951
ALDRL6	55586
C20ORF166	128826
C20ORF200	253868
NCRNA00335	253868
C20ORF166-AS1	253868
C19ORF30	284424
NCRNA00306	284424
LINC00306	284424
C1ORF61	10485
LINC00925	254559
C13ORF25	407975
MIRHG1	407975
C17ORF91	84981
C1ORF132	100128537
C21ORF35	388815
FLJ38295	388815
C21ORF34	388815
LINC00478	388815
LINC00599	157627
LINC00966	100130155
MIRHG2	114614
C14ORF89	378881
LINC00969	440993
C9ORF45	81571
NCRNA00287	81571
LINC00669	647946
C10ORF114	399726
CASC10	399726
MIR4435-1HG	541471
LINC02486	54553
C21ORF46	54069
C21ORF45	54069
C14ORF106	55320
C19ORF21	126353
WS2A	4286
WS2	4286
CCDC58	131076
CCDC58P1	645859
CCDC58P2	100287708
CCDC58P3	732448
CCDC58P4	106632269
CCDC58P5	100420588
BBS6	8195
MKLN1-AS2	100506881
GPRK7	2872
MKRN2-AS1	100129480
C3ORF83	100129480
ZNF127	7681
D15S9	7681
ZNF127AS	10108
MKRN3AS	10108
MKRN3-AS	10108
ZNF127L1	7682
MKRN4	7682
MKRNP5	7682
ZNF127L2	7683
MKRNP1	7683
MKRNP2	23610
ZNF127L5	7686
MKRNP3	7686
ZNF127L4	391033
MKRNP4	391033
ZNF127L3	400058
MKRN5	400058
MKRNP6	400058
MKS	54903
C10ORF48	283078
IRXL1	283078
KIAA0152	9761
COCA2	4292
C6ORF142	90523
MLLT10L	140678
GPR38	2862
TCFL4	6945
WBSCR14	51085
C2ORF25	27249
MMEL2	79258
TMEM32	93380
CLG	4312
CLG4	4313
CLG4A	4313
STMY1	4314
STMY	4314
MPSL1	4316
CLG1	4317
CLG4B	4318
STMY2	4319
STMY3	4320
C8ORF57	4325
MMP18	4327
MMP22	8510
MMP24-AS1	101410538
MMPL1	64386
MMRN	22915
MMS19L	64210
C6ORF167	253714
MUT	4594
MGCR	4330
HLXB9	3110
C2ORF6	55233
MOBK1B	55233
MOBKL1B	55233
MOBKL1BP1	100873874
MOBKL1BP2	100873854
MOBKL1A	92597
MOBKL2A	126308
MOBKL2B	79817
C9ORF35	79817
MOBKL2C	148932
PREI3	25843
MOBKL3	25843
MOCS1P2	27187
MOCS3P	326305
DGAT2L1	116255
RAGE	5891
MORC	27136
ZCWCC1	22880
C22ORF27	150291
NCRNA00325	150291
ZCWCC3	23515
ZCWCC2	79710
SEN	10934
SEN1	10934
MORF4LP1	326591
MORF4LP2	326594
MORF4LP3	326593
MORF4LP5	100129288
MORF4LP4	643915
C10ORF83	118812
C9ORF113	254956
C9ORF18	254956
C16ORF52	730094
MOXD2	100289017
BRP44L	51660
BRP44	25874
C6ORF25	80739
C7ORF11	136647
DXS552E	4354
DLG6	58538
MPPE1P	390501
C22ORF1	758
C11ORF8	744
CMT1	4359
CMT1B	4359
EVA1	10205
HLALS	3140
C21ORF61	56246
C6ORF117	112609
MRC1L1	4360
MRE11A	4361
MRE11B	4362
C20ORF20	55257
GPR167	116534
GPR168	116535
GPR140	116535
GPR169	386746
C11ORF36	283303
LINC00948	100507027
FTSJ2	29960
RNMTL1	55178
C5ORF45	51149
C18ORF3	83876
LINC01268	285758
HEATR7A	727957
HEATR7B1	339766
HEATR7B2	133558
C1ORF81	647215
C8ORF73	642475
C1ORF175	374977
HEATR8	374977
C20ORF131	140699
C20ORF132	140699
C1ORF129	80133
RPML3	11222
RPML12	6182
RPL23L	6150
MAAT1	10573
C2ORF1	9553
NLVCF	64976
C15ORF4	26589
C11ORF4	740
MRP64	51258
MRP63	78988
MRP63P1	126581
MRP63P2	359729
MRP63P3	359730
MRP63P6	134490
MRP63P7	359731
MRP63P8	359732
MRP63P9	359733
MRP63P10	347587
ICT1	3396
C21ORF101	64968
RPMS12	6183
MRPS16P	128609
C20ORF193	64949
PDCD9	10884
MRPS31P3	100887750
MRRFP	286423
MRS2L	57380
MRS2LP1	100130448
MKL1	57591
MKL2	57496
C1ORF33	51154
CD20	931
FCER1B	2206
IGER	2206
APY	2206
CD20L	932
MS4A4	51338
MS4A6	64231
MS4A8B	83661
MS4A16	84689
C4ORF44	345222
C11ORF61	79684
C9ORF30	91283
C9ORF30-TMEFF1	100526694
KIAA1826	84437
COCA1	4436
MSH5-C6ORF26	100532732
GTBP	2956
RNF184	55167
MSL2L1	55167
MSL3L1	10943
MSL3L2	151507
C16ORF37	401827
SC4MOL	6307
MSNL1	4479
SEPX1	51734
MSRB	22921
DFNB74	253827
ZMYND17	118490
D3F15S2	4485
HGFL	4485
DNF15S2	4485
MSTP7	11223
MSTP9	11223
MST1P9	11223
MSTP2	11209
RON	4486
PTK8	4486
SEA	4486
GDF8	2660
MSTO2	100129405
HOX7	4487
PFM1	4488
MSX2P	55545
MTATP6	4508
RP	4508
MTATP8	4509
MTCO1	4512
MTCO2	4513
MTCO3	4514
MTCYB	4519
MTND1	4535
MTND2	4536
MTND3	4537
MTND4	4538
LHON	4538
MTND4L	4539
MTND5	4540
MTND6	4541
MTRNR1	4549
MTRNR2	4550
MTTA	4553
MTTC	4511
MTTD	4555
MTTE	4556
MTTF	4558
MTTG	4563
MTTH	4564
MTTI	4565
MERRF	4566
MTTK	4566
MTTL1	4567
MTTL2	4568
MTTM	4569
MTTN	4570
MTTQ	4572
MTTR	4573
MTTS1	4574
MTTS2	4575
MTTT	4576
LIMM	4576
MTTV	4577
MTTW	4578
MTTY	4579
MT1	4489
MT1S	4489
MT1	4490
MT1Q	4490
MT1	4493
MT1	4494
MT1	4495
MT1	4496
MT1P2	645745
MT1	644314
MT1I	644314
MT1	4498
MT1NP	4498
MT1J	4498
MT1	4500
MT1	4499
MT1K	4499
C20ORF127	140851
MTL4	140851
MT1	4501
MTL1	645652
MT2	4502
MTA1L1	9219
MOSC1	64757
MARC1	64757
MOSC2	54996
MARC2	54996
KIAA0802	23255
CCDC165	23255
SOGA2	23255
CCDC165P1	100288130
SOGA2P1	100288130
MTCO2L	140909
MTERF	7978
MTERFD3	80298
MTERFD1	51001
MTERFD2	130916
FAM54B	56181
DUFD1	113115
FAM54A	113115
GTPBP7	92170
GTPBP5	26164
MTHFC	4522
MTHFD	4522
FTHFSDC1	25902
MTHFDL1	4523
MTHFDP1	4523
MTL3	4531
NCRNA00116	205251
LINC00116	205251
SMIM37	205251
CMT4B	8898
C8ORF9	66036
MTMR9L	339483
PIP3AP	54545
C3ORF29	64419
FRAP	2475
FRAP2	2475
FRAP1	2475
PAPD1	55149
C6ORF203	51250
KIAA0052	23517
SKIV2L2	23517
MTSS1L	92154
MTP	4547
C7ORF41	222166
KIAA0774	23281
MTX	4580
MTXP	4581
MTX1P	4581
PUM	4582
MCKD1	4582
MUC3	4584
MUC5	727897
MUC11	10071
DRCC1	56667
C6ORF205	394263
DPCR1	135656
C1ORF166	79594
FAM125A	93343
C9ORF28	89853
FAM125B	89853
MAD	4084
MXRA5P	286544
MXRA5P1	286544
MYBAS	100873904
MYB-AS	100873904
CMH4	4607
MYCL1	4610
MYCL2	4611
MYCL1P1	4611
MYCL3	9964
NMYC	4613
MYCNUN	103752554
IL27W	56005
C19ORF10	56005
C12ORF10	60314
C12ORF10P1	100420770
IBM3	4620
CMH1	4625
MPD1	4625
DFNA17	4627
DFNA4	79784
MYH5	84176
MYL6P	54043
MYLKP	9430
TMEM8C	389827
MYHL	4640
DFNA48	4640
DFNB30	53904
MYH12	4644
DFNA22	4646
DFNB37	4646
USH1B	4647
DFNB2	4647
DFNA11	4647
CELIAC4	4650
DFNB3	51168
MYO15	51168
MYOHD1	80179
GLC1A	4653
MYF3	4654
FER1L3	26509
MYF4	4656
KIAA1161	57462
TTID	9499
LGMD1A	9499
LGMD1	9499
MYOZ	58529
C4ORF5	51778
C11ORF9	745
C12ORF15	196446
C12ORF28	196446
PLPB1	4661
ZNF42	7593
C13ORF37	440145
FAM128A	653784
FAM128B	80097
C21ORF127	29104
HEMK2	29104
ARD1	8260
ARD1A	8260
ARD1B	84779
NARG1	80155
NARG1L	79612
NAT5	51126
C12ORF30	80018
C14ORF35	122830
NAT12	122830
MAK10	60560
LSMD1	84316
NAT11	79829
MAK3	80218
NAT13	80218
NAT15	79903
NAT6	24142
ASAHL	27163
OBFC2A	64859
OBFC2B	79035
NACAL	342538
NACAP1	83955
NACAP3	101928685
NACAP4	100421926
BTBD14B	112939
BTBD14A	138151
C5ORF33	133686
NADKD1	133686
NADKD1-AS1	101056700
APPBP1	8883
C9ORF90	203245
BIRC1	4671
VGCNL1	259232
MIR4674HG	101928483
LINC01573	101928483
PBEF1	10135
PBEF2	646309
NAMPTL	646309
C20ORF147	140838
HDHD4	140838
NAP1L6	645996
NAPRT1	93100
NARF-OT1	100506001
NARS	4677
NARSP	319127
NARSP1	319127
NARSP2	100287895
DFNB94	79731
AAC1	9
AAC2	10
C7ORF52	375607
C17ORF103	256302
AACP	11
CARKD	55739
APOA1BP	128240
CASC14	729177
LINC01420	550643
ALS2CR17	65065
ALS2CR16	65065
BCL8	606
NBS	4683
NBS1	4683
NBPF5	100507044
NBPF8P	728841
NBPF24	200030
KIAA1245	149013
NBPF16	284565
NBPF23P	401967
NBPF23	401967
M17S2	4077
CSPG3	1463
LUZP5	54892
BRRN1	23397
NCBP	4686
NCBP2-AS2	152217
C17ORF85	55421
AADACL1	57552
NCK	4690
NCK1-AS1	101927597
HEM1	3071
KIAA1602	57701
C1ORF130	400746
NCOA4P	326605
C20ORF191	149934
LY94	9437
LY95	9436
LY117	259197
FREQ	23413
TMEM48	55706
KNTC2	10403
C4ORF31	79625
EVR2	4693
CAP43	10397
HSST	3340
NDUFA4L	100287880
NDUFA6-AS1	100132273
NDUFS2L	4704
NDUFA12L	91942
C3ORF60	25915
C6ORF66	29078
C20ORF7	79133
C8ORF38	137682
C2ORF56	55471
C17ORF89	284184
NDUFB1P	100190952
NDUFB11P	390239
NCRNA00084	283131
NEM2	4703
C10ORF113	10529
EFCBP1	64168
EFCBP2	54550
SYTIP2	63941
APBA2BP	63941
HVEC	5818
ED4	5818
PVRL1	5818
HVEB	5819
PVRL2	5819
PVRL3	25945
PVRL3-AS1	100506555
PVRL4	81607
NEFHL	339396
NEF3	4741
NEK2P	326302
STK2	6787
WHSC2	7469
COBRA1	25920
TH1L	51497
RDBP	7936
SDCCAG1	9147
TMEM194	23306
TMEM194A	23306
TMEM194B	100131211
C3ORF17	25871
NEU	4758
NEURL	9148
C20ORF163	140825
NEUROD	4760
NEUROD3	4762
KIAA2022	340533
C1ORF118	374987
NF1L1	4764
NF1L4	100419029
NF1L5	4768
NF1L6	644637
NF1L7	100158257
NF1L2	401007
TCF11	4779
NFI	4782
IL3BP1	4783
LINC01862	105372267
NFKBI	4792
NFKBIL	4795
HIRIP5	27247
NFYAP	100130677
C14ORF120	25983
NGFB	4803
HEN1	4807
HEN2	4808
NOLA2	55651
NOLA2P1	414200
C6ORF63	57224
C1ORF24	116496
FAM129A	116496
C9ORF88	64855
FAM129B	64855
FAM129C	199786
NID	4811
ALS2CR1	60491
MKI67IP	84365
MKI67IPP1	401825
MKI67IPP2	645398
MKI67IPP3	100270648
MKI67IPP4	100128707
MKI67IPP5	100128397
MKI67IPP6	100132796
MKI67IPP7	106479049
MKI67IPP8	642907
MKI67IPP9	106480805
SPG6	123606
NPAL1	152519
NPAL2	79815
NPAL3	57185
NIPBL-AS1	646719
GBAS	2631
FAM77C	79570
TCBA1	154215
FAM77D	286183
NKAIN3-IT1	286183
C20ORF58	128414
C11ORF57	55216
C6ORF194	222698
CXORF42	158801
C10ORF121	390010
NKX2A	7080
BCH	7080
TITF1	7080
NKX2B	4821
NKX2C	159296
NKX2D	644524
CSX	1482
NKX2E	1482
NKX2H	26257
NKX3A	4824
BAPX1	579
NKX6A	4825
NLE	54475
NLGN4	57502
NLGN4YAS	100874056
NLGN4Y-AS	100874056
AGTBP	57486
CARD12	58484
NALP1	22861
SLEV1	22861
NALP2	55655
NLRP2P	286430
C1ORF7	114548
CIAS1	114548
DFNA34	114548
NLRP3P	347402
NALP4	147945
NALP5	126206
NALP6	171389
NALP7	199713
NALP8	126205
NALP9	338321
NLRP9P	347933
NALP10	338322
NALP11	204801
NALP12	91662
NALP13	126204
NALP14	338323
NMD3P	441238
TXNDC3	51314
TXNDC6	347736
LCA9	64802
NMNATP	326607
C1ORF15	23057
NMRAL1P1	344887
C9ORF95	54981
ITGB1BP3	27231
TRNAL31	100189325
TRNAL46P	100189522
TRNAL45P	100189520
TRNAL37	100189377
TRNAL42P	100189466
TRNAL41P	100189456
TRNAP23P	100189463
TRNAQ38P	100189461
TRNAQ40P	100189475
TRNAQ48P	100189516
TRNAQ18	100189215
TRNAQ42P	100189489
TRNAQ31	100189397
TRNAQ47P	100189510
TRNAQ34P	100189445
TRNAQ35P	100189448
TRNAQ36P	100189451
TRNAQ50P	100189524
TRNAQ43P	100189501
TRNAQ41P	100189478
TRNAQ52P	100189535
TRNAQ9	100189058
TRNAQ54P	100189540
TRNAS8	100189055
TRNAS31P	100189525
TRNAS30P	100189512
TRNAV37P	100189513
GPR66	10316
NMU2R	56923
C4ORF14	84273
PSMD8BP1	28987
C10ORF117	64318
CCRN4L	25819
CARD4	10392
