entrez_id	symbol	chromosome	cytoband	type	synonyms	hgnc_id	ensembl_id	
335	APOA1	11	11q23.3	protein-coding		HGNC:600	ENSG00000118137	
334	APLP2	11	11q24.3	protein-coding	APPH	HGNC:598	ENSG00000084234	
337	APOA4	11	11q23.3	protein-coding		HGNC:602	ENSG00000110244	
336	APOA2	1	1q23.3	protein-coding		HGNC:601	ENSG00000158874	
100271477	RPL31P53	13	13q21.1	pseudogene		HGNC:35749	ENSG00000225352	
330	BIRC3	11	11q22.2	protein-coding	API2|cIAP2|hiap-1|MIHC|RNF49|MALT2|c-IAP2	HGNC:591	ENSG00000023445	
333	APLP1	19	19q13.12	protein-coding	APLP	HGNC:597	ENSG00000105290	
332	BIRC5	17	17q25.3	protein-coding	API4|survivin	HGNC:593	ENSG00000089685	
51348	KLRF1	12	12p13.31	protein-coding	CLEC5C|NKp80	HGNC:13342	ENSG00000150045	
6668	SP2	17	17q21.32	protein-coding	KIAA0048	HGNC:11207	ENSG00000167182	
51340	CRNKL1	20	20p11.23	protein-coding	CRN|CLF|SYF3|Clf1	HGNC:15762	ENSG00000101343	
51341	ZBTB7A	19	19p13.3	protein-coding	ZBTB7|FBI-1|LRF|DKFZp547O146|pokemon|ZNF857A	HGNC:18078	ENSG00000178951	
51343	FZR1	19	19p13.3	protein-coding	HCDH1|HCDH|FZR|FZR2|KIAA1242|CDC20C	HGNC:24824	ENSG00000105325	
51347	TAOK3	12	12q24.23	protein-coding	JIK|DPK|MAP3K18	HGNC:18133	ENSG00000135090	
81627	TRMT1L	1	1q25.3	protein-coding	C1orf25	HGNC:16782	ENSG00000121486	
7198	TRG-GCC3-1	16	16q22.1	tRNA	TRGL1|TRG5|TRNAG5|tRNA-Gly-GCC-3-1	HGNC:12282		
149986	LSM14B	20	20q13.33	protein-coding	C20orf40|FAM61B|FT005|bA11M20.3|FLJ25473|LSM13|RAP55B	HGNC:15887	ENSG00000149657	
101954269	RNVU1-17	1	1q21.2	snRNA	vU1.17|RNU1-127	HGNC:48322	ENSG00000207349	
7193	TRE-TTC3-1	1	1p36.13	tRNA	TRE|TRNAE1|tRNA-Glu-TTC-3-1	HGNC:12265		
729461	FAM230J	22	22q11.21	ncRNA	LINC01660	HGNC:52448	ENSG00000274044	
7192	TRD-GTC9-1	1	1q23.3	tRNA	TRD|TRNAD1|tRNA-Asp-GTC-9-1	HGNC:12251		
378884	NHLRC1	6	6p22.3	protein-coding	bA204B7.2|EPM2B	HGNC:21576	ENSG00000187566	
729468	PGM5P4	2	2q13	pseudogene		HGNC:49605	ENSG00000225398	
401474	SAMD12	8	8q24.11-q24.12	protein-coding	FLJ39458	HGNC:31750	ENSG00000177570	
150185	LINC00895	22	22q11.21	ncRNA		HGNC:48580	ENSG00000281548	
100873457	RNA5SP195	5	5q31.2	pseudogene	RN5S195	HGNC:43095	ENSG00000199545	
348235	SKA2	17	17q23.2	protein-coding	FAM33A|FLJ12758	HGNC:28006	ENSG00000182628	
105371273	LINC02183	16	16q12.2	ncRNA		HGNC:53045	ENSG00000283304	
100271003	RPL34P18	8	8q22.1	pseudogene		HGNC:35968	ENSG00000240509	
7195	TRG-CCC1-1	1	1p36.13	tRNA	TRNAG37|tRNA-Gly-CCC-1-1	HGNC:38580		
92822	ZNF276	16	16q24.3	protein-coding	ZFP276|MGC45417|ZNF477|CENPZ|CENP-Z|ZADT	HGNC:23330	ENSG00000158805	
100158262	SCARNA9L	X	Xp22.12	pseudogene		HGNC:33559		
731716	PRKRAP1	6	6p21.3 alternate reference locus	pseudogene		HGNC:33447		
100874383	USP9YP22	Y	Yp11.2	pseudogene		HGNC:38758	ENSG00000224408	
100270709	FTH1P27	X	Xp21.1	pseudogene		HGNC:39091	ENSG00000234355	
79523	OR5M2P	11	11q12.1	pseudogene		HGNC:14803	ENSG00000254752	
389634	LINC00937	12	12p13.31	ncRNA		HGNC:48629	ENSG00000226091	
389633	FAM90A25P	8	8p23.1	pseudogene		HGNC:32246	ENSG00000251402	
389631	ZNF705CP	8	8p23.1	pseudogene	ZNF705C	HGNC:32283	ENSG00000215339	
389630	FAM90A15	8	8p23.1	protein-coding	FAM90A15P	HGNC:32263	ENSG00000230045	
106480468	RN7SKP159	8	8p23.2	pseudogene		HGNC:45883	ENSG00000222589	
106480469	RN7SKP172	12	12q21.2	pseudogene		HGNC:45896	ENSG00000223273	
10938	EHD1	11	11q13.1	protein-coding	PAST1|H-PAST|HPAST1|FLJ42622|FLJ44618	HGNC:3242	ENSG00000110047	
10939	AFG3L2	18	18p11.21	protein-coding	SCA28|SPAX5	HGNC:315	ENSG00000141385	
64881	PCDH20	13	13q21.2	protein-coding	PCDH13|FLJ22218	HGNC:14257	ENSG00000280165	
10934	MORF4	4	4q34.1	pseudogene	SEN|SEN1	HGNC:15773	ENSG00000234801	
10935	PRDX3	10	10q26.11	protein-coding	AOP1|MER5|AOP-1|SP-22	HGNC:9354	ENSG00000165672	
10936	GPR75	2	2p16.2	protein-coding	WI-31133	HGNC:4526	ENSG00000119737	
106480463	RN7SKP97	8	8q12.3	pseudogene		HGNC:45821	ENSG00000222898	
10930	APOBEC2	6	6p21.1	protein-coding	ARCD1|ARP1	HGNC:605	ENSG00000124701	
106480465	RN7SKP113	4	4p16.2	pseudogene		HGNC:45837	ENSG00000200761	
106480466	RN7SKP127	16	16p11.2	pseudogene		HGNC:45851	ENSG00000222375	
10933	MORF4L1	15	15q25.1	protein-coding	MRG15|MORFRG15|HsT17725|Eaf3|MEAF3	HGNC:16989	ENSG00000185787	
9448	MAP4K4	2	2q11.2	protein-coding	HGK|NIK|FLH21957	HGNC:6866	ENSG00000071054	
9447	AIM2	1	1q23.1-q23.2	protein-coding	PYHIN4	HGNC:357	ENSG00000163568	
9446	GSTO1	10	10q25.1	protein-coding	GSTTLp28|P28	HGNC:13312	ENSG00000148834	
9445	ITM2B	13	13q14.2	protein-coding	BRI|E25B|E3-16|BRICD2B|BRI2	HGNC:6174	ENSG00000136156	
9444	QKI	6	6q26	protein-coding	QK3	HGNC:21100	ENSG00000112531	
9443	MED7	5	5q33.3	protein-coding	CRSP9|CRSP33	HGNC:2378	ENSG00000155868	
9442	MED27	9	9q34.13	protein-coding	CRSP8|TRAP37|CRSP34|MED3	HGNC:2377	ENSG00000160563	
9441	MED26	19	19p13.11	protein-coding	CRSP7|CRSP70	HGNC:2376	ENSG00000105085	
9440	MED17	11	11q21	protein-coding	CRSP6|CRSP77|TRAP80|DRIP80|SRB4	HGNC:2375	ENSG00000042429	
150726	FBXO41	2	2p13.2	protein-coding	KIAA1940|Fbx41	HGNC:29409	ENSG00000163013	
100129772	TMPOP1	6	6p22.1	pseudogene	TMPOL1|Em:AB014080.3	HGNC:21364	ENSG00000229068	
54532	USP53	4	4q26	protein-coding	KIAA1350	HGNC:29255	ENSG00000145390	
5905	RANGAP1	22	22q13.2	protein-coding	SD|Fug1|KIAA1835	HGNC:9854	ENSG00000100401	
124961	ZFP3	17	17p13.2	protein-coding	FLJ30726|ZNF752	HGNC:12861	ENSG00000180787	
112267862	LINC02675	10	10q11.22	ncRNA		HGNC:54169	ENSG00000264404	
106480798	MTATP6P7	2	2q21.1	pseudogene		HGNC:44581	ENSG00000232990	
106480799	FCF1P4	X	Xq23	pseudogene		HGNC:44616	ENSG00000226112	
106480796	MTATP6P1	1	1p36.33	pseudogene		HGNC:44575	ENSG00000248527	
106480797	MTATP6P4	2	2q21.1	pseudogene		HGNC:44578	ENSG00000236590	
106480794	MRPL42P6	3	3q25.1	pseudogene		HGNC:44533	ENSG00000242810	
106480795	MTATP8P1	1	1p36.33	pseudogene		HGNC:44571	ENSG00000240409	
106480792	CHCHD4P3	9	9p13.2	pseudogene		HGNC:44491	ENSG00000236156	
106480793	CRIP1P1	3	3p25.2	pseudogene		HGNC:44516	ENSG00000233252	
106480790	ROBO2P1	7	7p12.1	pseudogene		HGNC:44386	ENSG00000229478	
106480791	HMGN2P47	15	15q22.33	pseudogene		HGNC:44422	ENSG00000259246	
22931	RAB18	10	10p12.1	protein-coding		HGNC:14244	ENSG00000099246	
22930	RAB3GAP1	2	2q21.3	protein-coding	RAB3GAP|KIAA0066|RAB3GAP130|WARBM1	HGNC:17063	ENSG00000115839	
22933	SIRT2	19	19q13.2	protein-coding	SIR2L	HGNC:10886	ENSG00000068903	
22932	POMZP3	7	7q11.23	protein-coding	POM-ZP3|POM121	HGNC:9203	ENSG00000146707	
22934	RPIA	2	2p11.2	protein-coding		HGNC:10297	ENSG00000153574	
22937	SCAP	3	3p21.31	protein-coding	KIAA0199	HGNC:30634	ENSG00000114650	
22936	ELL2	5	5q15	protein-coding	MRCCAT1	HGNC:17064	ENSG00000118985	
22938	SNW1	14	14q24.3	protein-coding	SKIIP|NCoA-62|Prp45|PRPF45|Bx42|SKIP1|FUN20	HGNC:16696	ENSG00000100603	
8021	NUP214	9	9q34.13	protein-coding	CAIN|CAN|D9S46E|N214	HGNC:8064	ENSG00000126883	
94056	SYAP1	X	Xp22.2	protein-coding	FLJ14495|PRO3113	HGNC:16273	ENSG00000169895	
56954	NIT2	3	3q12.2	protein-coding		HGNC:29878	ENSG00000114021	
56955	MEPE	4	4q22.1	protein-coding		HGNC:13361	ENSG00000152595	
56956	LHX9	1	1q31.3	protein-coding		HGNC:14222	ENSG00000143355	
56957	OTUD7B	1	1q21.2	protein-coding	ZA20D1|CEZANNE	HGNC:16683	ENSG00000264522	
56950	SMYD2	1	1q32.3	protein-coding	HSKM-B|ZMYND14|KMT3C	HGNC:20982	ENSG00000143499	
56951	C5orf15	5	5q31.1	protein-coding	KCT2|HTGN29	HGNC:20656	ENSG00000113583	
56952	PRTFDC1	10	10p12.1	protein-coding	HHGP	HGNC:23333	ENSG00000099256	
56953	NT5M	17	17p11.2	protein-coding	dNT-2|dNT2|mdN	HGNC:15769	ENSG00000205309	
163087	ZNF383	19	19q13.13	protein-coding	FLJ35863|Zfp383	HGNC:18609	ENSG00000188283	
105374582	LINC01820	2	2p21	ncRNA		HGNC:52625	ENSG00000228100	
105374580	PRKCE-AS1	2	2p21	ncRNA		HGNC:40474	ENSG00000228481	
105373125	LINC03114	X	Xp22.31	ncRNA		HGNC:56855	ENSG00000285896	
645676	ASH1L-AS1	1	1q22	ncRNA	APPLE	HGNC:44146	ENSG00000235919	
388942	LINC01913	2	2p21	ncRNA		HGNC:52732	ENSG00000214691	
107985924	LINC01868	2	2q11.2	ncRNA		HGNC:52688	ENSG00000234169	
107985925	LINC01870	2	2q11.2	ncRNA		HGNC:52689	ENSG00000223826	
107985928	LINC01965	2	2q12.1	ncRNA		HGNC:52790	ENSG00000256637	
101954267	RNVU1-15	1	1q21.2	snRNA	RNVU1-16|vU1.15|RNU1-66|vU1.16|RNU1-121	HGNC:48320	ENSG00000207205	
101929601	LOC101929601	8	8q21.2	protein-coding				
101929602	IFT74-AS1	9	9p21.2	ncRNA		HGNC:49806	ENSG00000234676	
113746	CIMAP1A	11	11p15.5	protein-coding	ODF3|SHIPPO1|hSHIPPO|CT135	HGNC:19905	ENSG00000177947	
101929607	LINC01990	3	3q13.12	ncRNA		HGNC:52822	ENSG00000273125	
7448	VTN	17	17q11.2	protein-coding	VN	HGNC:12724	ENSG00000109072	
101929608	LINC01726	20	20p11.22	ncRNA		HGNC:52514	ENSG00000280350	
105374631	LINC02121	5	5p15.32	ncRNA		HGNC:52977	ENSG00000250529	
54700	RRN3	16	16p13.11	protein-coding	DKFZp566E104|TIF-IA	HGNC:30346	ENSG00000085721	
54707	GPN2	1	1p36.11	protein-coding	ATPBD1B|FLJ10349	HGNC:25513	ENSG00000142751	
54704	PDP1	8	8q22.1	protein-coding	PPM2C|PDP|PDH|PPM2A	HGNC:9279	ENSG00000164951	
54708	MARCHF5	10	10q23.32-q23.33	protein-coding	RNF153|MARCH5|FLJ20445|MARCH-V|MITOL	HGNC:26025	ENSG00000198060	
27437	HSFY1P1	22	22q11.1	pseudogene	CECR8|HSFYP1|HSFYL1	HGNC:1846	ENSG00000229027	
27436	EML4	2	2p21	protein-coding	C2orf2|ROPP120|ELP120	HGNC:1316	ENSG00000143924	
27434	POLM	7	7p13	protein-coding	Tdt-N	HGNC:9185	ENSG00000122678	
27433	TOR2A	9	9q34.11	protein-coding	FLJ14771|TORP1	HGNC:11996	ENSG00000160404	
91107	TRIM47	17	17q25.1	protein-coding	GOA|RNF100	HGNC:19020	ENSG00000132481	
27430	MAT2B	5	5q34	protein-coding	MATIIbeta|SDR23E1	HGNC:6905	ENSG00000038274	
27439	TMEM121B	22	22q11.1	protein-coding	CECR6	HGNC:1844	ENSG00000183307	
106481228	RNU6-167P	18	18q12.1	pseudogene		HGNC:47130	ENSG00000207019	
105377586	LINC02365	4	4q35.1	ncRNA	LVCAT8	HGNC:53285	ENSG00000254233	
101927186	ADGRL3-AS1	4	4q13.1	ncRNA	LPHN3-AS1	HGNC:50604	ENSG00000248692	
115749	C12orf56	12	12q14.2	protein-coding		HGNC:26967	ENSG00000185306	
106481225	RNU6-158P	4	4p11	pseudogene		HGNC:47121	ENSG00000252913	
106481224	RNU6-155P	6	6q14.1	pseudogene		HGNC:47118	ENSG00000252156	
106481227	RNU6-165P	19	19q13.42	pseudogene		HGNC:47128	ENSG00000252979	
147798	TMC4	19	19q13.42	protein-coding		HGNC:22998	ENSG00000167608	
9112	MTA1	14	14q32.33	protein-coding		HGNC:7410	ENSG00000182979	
100533111	ZNF670-ZNF695	1	1q44	other		HGNC:49200	ENSG00000135747	
124902762	LNC-RHL1	11	11q23.3	ncRNA	lnc-RHL	HGNC:56708	ENSG00000236267	
677819	SNORA37	18	18q21.2	snoRNA	ACA37	HGNC:32630	ENSG00000207233	
157848	NKX6-3	8	8p11.21	protein-coding	FLJ25169	HGNC:26328	ENSG00000165066	
644962	TNRC18P1	4	4q31.21	pseudogene		HGNC:43881	ENSG00000249661	
106481220	RNU6-137P	2	2p21	pseudogene		HGNC:47100	ENSG00000200550	
100129396	FAM106C	17	17p11.2	ncRNA	FAM106CP	HGNC:38396	ENSG00000288235	
143496	OR52B4	11	11p15.4	protein-coding		HGNC:15209	ENSG00000221996	
100129394	RPL12P42	19	19p13.13	pseudogene		HGNC:36165	ENSG00000213253	
100130302	SUPT20HL1	X	Xp22.11	protein-coding	FAM48B1|SPT20L	HGNC:30773	ENSG00000223731	
9117	SEC22C	3	3p22.1	protein-coding	SEC22L3|MGC13261|MGC5373	HGNC:16828	ENSG00000093183	
196513	DCP1B	12	12p13.33	protein-coding	FLJ31638	HGNC:24451	ENSG00000151065	
100129398	LPGAT1P1	8	8p12	pseudogene	FAM34BP|FAM34A2P	HGNC:31402		
100129399	LOC100129399	6	6q21	protein-coding				
105372290	UCA1-AS1	19	19p13.12	ncRNA	LINC01764	HGNC:52553	ENSG00000267308	
643739	GAPDHP31	12	12p13.31	pseudogene		HGNC:37783	ENSG00000235868	
644109	RPSAP50	11	11q22.3	pseudogene		HGNC:35896	ENSG00000224776	
643733	CASP4LP	11	11q22.3	pseudogene	CASP17P	HGNC:53657	ENSG00000235505	
644101	CBX3P9	6	6q22.1	pseudogene		HGNC:42881	ENSG00000217241	
644100	ARL14EPL	5	5q23.1	protein-coding		HGNC:44201	ENSG00000268223	
644103	RPL29P18	8	8q22.3	pseudogene		HGNC:36327	ENSG00000240271	
29028	ATAD2	8	8q24.13	protein-coding	PRO2000|DKFZp667N1320|MGC5254|MGC29843|CT137|ANCCA	HGNC:30123	ENSG00000156802	
219972	MPEG1	11	11q12.1	protein-coding	MPG1	HGNC:29619	ENSG00000197629	
100287551	HSPA8P8	7	7p21.3	pseudogene		HGNC:44923	ENSG00000229091	
459	ASS1P14	12	12p11.21	pseudogene	ASSP14	HGNC:764	ENSG00000257316	
727859	C4BPAP1	1	1q32.2	pseudogene	C4BPAL1	HGNC:1326	ENSG00000224462	
79675	FASTKD1	2	2q31.1	protein-coding	FLJ21901	HGNC:26150	ENSG00000138399	
79672	FN3KRP	17	17q25.3	protein-coding	FLJ12171|FN3KL	HGNC:25700	ENSG00000141560	
79670	TUT7	9	9q21.33	protein-coding	ZCCHC6|KIAA1711|FLJ13409|PAPD6|TENT3B	HGNC:25817	ENSG00000083223	
79671	NLRX1	11	11q23.3	protein-coding	NOD9|CLR11.3	HGNC:29890	ENSG00000160703	
450	ASS1P5	X	Xq23	pseudogene	ASSP5	HGNC:768	ENSG00000227881	
451	ASS1P6	Y	Yq11.21	pseudogene	ASSP6	HGNC:769	ENSG00000215583	
100129646	IFT57P1	12	12p11.22	pseudogene		HGNC:56830	ENSG00000255951	
453	ASS1P8	4	4q31.23	pseudogene	ASSP8	HGNC:771	ENSG00000251418	
727857	BHLHA9	17	17p13.3	protein-coding	BHLHF42	HGNC:35126	ENSG00000205899	
100129641	BTG1P1	12	12p13.31	pseudogene		HGNC:37692	ENSG00000256720	
100129643	POM121L11P	22	22q11.23	pseudogene	LOC100129643	HGNC:35447		
100874123	ZNRF3-AS1	22	22q12.1	ncRNA		HGNC:41927	ENSG00000177993	
340206	TREML3P	6	6p21.1	pseudogene	TREML3|TLT3	HGNC:30806	ENSG00000184106	
65078	RTN4R	22	22q11.21	protein-coding	NOGOR	HGNC:18601	ENSG00000040608	
105372746	LINC01683	21	21q21.1	ncRNA		HGNC:52471	ENSG00000233480	
26747	NUFIP1	13	13q14.12	protein-coding	NUFIP|Rsa1	HGNC:8057	ENSG00000083635	
144106	ST13P5	11	11p15.1	pseudogene	FAM10A5	HGNC:18556	ENSG00000212789	
26742	OR1H1P	9	9q33.2	pseudogene	OR1H1|OST26	HGNC:8206	ENSG00000228914	
26740	OR1J2	9	9q33.2	protein-coding	OR1J3|OR1J5|OST044	HGNC:8209	ENSG00000197233	
100421129	IFNL3P1	19	19q13.2	pseudogene	IL28BP1	HGNC:44483	ENSG00000268510	
100874127	LINC00332	13	13q14.11	ncRNA	NCRNA00332	HGNC:42049	ENSG00000230710	
100421123	PGBD4P5	2	2p11.2	pseudogene		HGNC:44070	ENSG00000225136	
26748	GAGE12I	X	Xp11.23	protein-coding	GAGE7B|OTTHUMG00000067390	HGNC:4105		
26749	GAGE2E	X	Xp11.23	protein-coding		HGNC:31960	ENSG00000275113	
100874128	LINC00333	13	13q31.1	ncRNA	NCRNA00333	HGNC:42050	ENSG00000233349	
105376672	LINC01345	1	1p36.32	ncRNA		HGNC:50564	ENSG00000226374	
105376673	LINC02780	1	1p36.32	ncRNA		HGNC:54300	ENSG00000284668	
105376671	LGR4-AS1	11	11p14.1	ncRNA	LOC105376671	HGNC:40629	ENSG00000254862	
107984333	PRPF19-DT	11	11q12.2	ncRNA		HGNC:55484	ENSG00000257052	
338662	OR8D4	11	11q24.1	protein-coding		HGNC:14840	ENSG00000181518	
114836	SLAMF6	1	1q23.2-q23.3	protein-coding	KALI|NTBA|KALIb|Ly108|SF2000|NTB-A|CD352	HGNC:21392	ENSG00000162739	
107984337	NRXN2-AS1	11	11q13.1	ncRNA		HGNC:40416	ENSG00000237410	
105376679	LINC01646	1	1p36.32	ncRNA		HGNC:52433	ENSG00000232596	
259287	TAS2R41	7	7q35	protein-coding	T2R59	HGNC:18883	ENSG00000221855	
55327	LIN7C	11	11p14.1	protein-coding	MALS-3|LIN-7C|LIN-7-C|VELI3|FLJ11215	HGNC:17789	ENSG00000148943	
402093	AHCYP3	2	2q12.1	pseudogene		HGNC:44995	ENSG00000233955	
259283	MDS2	1	1p36	ncRNA		HGNC:29633	ENSG00000197880	
402096	ANAPC1P6	2	2q12.2	pseudogene	LOC402096	HGNC:54712	ENSG00000235486	
100421694	GLULP5	12	12q24.21	pseudogene		HGNC:37989	ENSG00000257915	
100421695	BNIP3P10	19	19p13.11	pseudogene		HGNC:49690	ENSG00000270270	
100421696	BNIP3P14	19	19p12	pseudogene		HGNC:49694		
100421697	BNIP3P23	19	19p12	pseudogene		HGNC:49703	ENSG00000268335	
100421693	NSA2P7	9	9q22.32	pseudogene		HGNC:54588	ENSG00000238251	
100421698	BNIP3P24	19	19p12	pseudogene		HGNC:49704	ENSG00000269040	
100421699	BNIP3P26	19	19p12	pseudogene		HGNC:49706	ENSG00000268705	
28775	IGLV7-46	22	22q11.22	other		HGNC:5930	ENSG00000211649	
28774	IGLV8-61	22	22q11.22	other		HGNC:5931	ENSG00000211638	
28777	IGLV7-35	22	22q11.22	pseudogene		HGNC:5928	ENSG00000253631	
28776	IGLV7-43	22	22q11.22	other		HGNC:5929	ENSG00000211652	
28771	IGLV10-67	22	22q11.22	pseudogene		HGNC:5885	ENSG00000253794	
28770	IGLV11-55	22	22q11.22	other		HGNC:5886	ENSG00000211641	
151449	GDF7	2	2p24.1	protein-coding	BMP12	HGNC:4222	ENSG00000143869	
28772	IGLV10-54	22	22q11.22	other		HGNC:5884	ENSG00000211642	
642460	ANKRD30BP1	21	21q11.2	pseudogene	C21orf110|ANKRD30BP|PRED4	HGNC:19722	ENSG00000175302	
642461	IARS2P1	8	8q21.3	pseudogene		HGNC:50474	ENSG00000251563	
28779	IGLV5-52	22	22q11.22	other		HGNC:5926	ENSG00000211643	
28778	IGLV6-57	22	22q11.22	other		HGNC:5927	ENSG00000211640	
100128519	RPS24P11	4	4p16.1	pseudogene		HGNC:36050		
100128517	LOC100128517	6	6p23	protein-coding				
100128516	ATP5PBP5	11	11q24.1	pseudogene	ATP5F1P5	HGNC:39746	ENSG00000254944	
100128514	ARHGAP42P5	14	14q11.2	pseudogene		HGNC:43942	ENSG00000258233	
100128512	FXYD6P2	10	10p11.1	pseudogene		HGNC:4032	ENSG00000235964	
100128511	NEBL-AS1	10	10p12.31	ncRNA		HGNC:44899	ENSG00000231920	
100861455	DNAJC19P8	1	1q44	pseudogene		HGNC:45071	ENSG00000232793	
100861453	DNAJC19P5	2	2q31.2	pseudogene		HGNC:45068	ENSG00000225808	
780815	PAICSP2	9	9q22.31	pseudogene		HGNC:8589	ENSG00000228595	
105375210	TAX1BP1-AS1	7	7p15.2	ncRNA		HGNC:40576	ENSG00000229893	
105375215	FKBP14-AS1	7	7p14.3	ncRNA		HGNC:40990	ENSG00000227014	
100861458	DNAJC19P7	1	1p32.3	pseudogene		HGNC:45070	ENSG00000237663	
3973	LHCGR	2	2p16.3	protein-coding	HHG|LHR|LCGR|LGR2|ULG5	HGNC:6585	ENSG00000138039	
3972	LHB	19	19q13.33	protein-coding	LSH-B|CGB4|hLHB	HGNC:6584	ENSG00000104826	
3975	LHX1	17	17q12	protein-coding	LIM-1|LIM1	HGNC:6593	ENSG00000273706	
3977	LIFR	5	5p13.1	protein-coding	CD118	HGNC:6597	ENSG00000113594	
3976	LIF	22	22q12.2	protein-coding	CDF|DIA|HILDA	HGNC:6596	ENSG00000128342	
3978	LIG1	19	19q13.33	protein-coding	LIGI|hLig1	HGNC:6598	ENSG00000105486	
159125	RBMY2EP	Y	Yq11.223	pseudogene		HGNC:23890	ENSG00000223637	
64089	SNX16	8	8q21.13	protein-coding		HGNC:14980	ENSG00000104497	
391603	NMNAT1P3	3	3q28	pseudogene		HGNC:49165	ENSG00000238077	
391600	TEDDM3P	3	3q27.1	pseudogene		HGNC:56610	ENSG00000283625	
100506872	RNF7P1	3	3p14.3	pseudogene		HGNC:43425	ENSG00000239831	
100189118	TRL-AAG4-1	6	6p22.1	tRNA	TRNAL12|tRNA-Leu-AAG-4-1	HGNC:34680		
646619	ATP5MC1P3	3	3q22.3	pseudogene	ATP5G1P3	HGNC:39506	ENSG00000242244	
100189119	TRK-CTT3-1	16	16p13.3	tRNA	TRNAK15|tRNA-Lys-CTT-3-1	HGNC:34681		
112441435	SCYGR2	2	2q36.3	protein-coding	KRTAP28-2	HGNC:34220	ENSG00000284643	
646612	EEF1A1P25	3	3q22.3	pseudogene		HGNC:37898	ENSG00000241429	
115426	UHRF2	9	9p24.1	protein-coding	RNF107|NIRF|URF2|MGC33463|TDRD23	HGNC:12557	ENSG00000147854	
105369971	FIGNL2-DT	12	12q13.13	ncRNA		HGNC:53299	ENSG00000259887	
646616	TMEM183AP2	5	5p13.3	pseudogene		HGNC:56453	ENSG00000249142	
105369973	HNRNPA1P69	12	12q14.2	pseudogene		HGNC:48799	ENSG00000257332	
646614	BUB3P1	7	7q31.1	pseudogene		HGNC:51559	ENSG00000227968	
100533800	BMPR1AP2	11	11q24.1	pseudogene	BMPR1APS2	HGNC:21743	ENSG00000232460	
51663	ZFR	5	5p13.3	protein-coding	ZFR1|SPG71	HGNC:17277	ENSG00000056097	
55561	CDC42BPG	11	11q13.1	protein-coding	HSMDPKIN|MRCKgamma|DMPK2|kappa-200	HGNC:29829	ENSG00000171219	
51661	FKBP7	2	2q31.2	protein-coding	FKBP23	HGNC:3723	ENSG00000079150	
51660	MPC1	6	6q27	protein-coding	BRP44L|dJ68L15.3|CGI-129|SLC54A1	HGNC:21606	ENSG00000060762	
51667	NUB1	7	7q36.1	protein-coding	BS4|NYREN18|NUB1L	HGNC:17623	ENSG00000013374	
51666	ASB4	7	7q21.3	protein-coding	ASB-4	HGNC:16009	ENSG00000005981	
51665	ASB1	2	2q37.3	protein-coding	ASB-1	HGNC:16011	ENSG00000065802	
55567	DNAH3	16	16p12.3	protein-coding	Dnahc3b|DLP3|Hsadhc3|DKFZp434N074	HGNC:2949	ENSG00000158486	
55568	GALNT10	5	5q33.2	protein-coding	GalNAc-T10	HGNC:19873	ENSG00000164574	
140564	APOBEC3D	22	22q13.1	protein-coding	APOBEC3E|ARP6|APOBEC3DE	HGNC:17354	ENSG00000243811	
51668	IFT25	1	1p32.3	protein-coding	C1orf41|HSPB11|HSPCO34|PP25|FAP232|CFAP232	HGNC:25019	ENSG00000081870	
56033	BARX1	9	9q22.32	protein-coding		HGNC:955	ENSG00000131668	
106479569	RNU4-26P	9	9p21.3	pseudogene		HGNC:46962	ENSG00000222202	
56034	PDGFC	4	4q32.1	protein-coding	SCDGF|fallotein	HGNC:8801	ENSG00000145431	
100113397	VEZTP1	X	Xp11.3	pseudogene	LOC100113397	HGNC:54949	ENSG00000224072	
100113393	SNORD12B	20	20q13.13	snoRNA		HGNC:33573	ENSG00000222365	
100113392	SNORD11B	2	2q33.1	snoRNA		HGNC:33571	ENSG00000271852	
100113391	SNORD126	14	14q11.2	snoRNA	MIR1201|MIRN1201|hsa-mir-1201	HGNC:33565	ENSG00000238344	
4479	MSNP1	5	5p14.1	pseudogene	MSNL1	HGNC:7374	ENSG00000251593	
4478	MSN	X	Xq12	protein-coding		HGNC:7373	ENSG00000147065	
106478928	USP9YP24	Y	Yq11.223	pseudogene		HGNC:38760	ENSG00000230814	
100189115	TRR-TCT3-2	11	11q12.1	tRNA	TRNAR14|TRR-TCT3-1|tRNA-Arg-TCT-3-2	HGNC:34677		
4477	MSMB	10	10q11.22	protein-coding	PSP-94|PSP57|PSP94|IGBF|MSP|MSPB|PN44|PRPS|PSP	HGNC:7372	ENSG00000263639	
85301	COL27A1	9	9q32	protein-coding	KIAA1870|MGC11337|FLJ11895	HGNC:22986	ENSG00000196739	
85300	ATCAY	19	19p13.3	protein-coding	BNIP-H	HGNC:779	ENSG00000167654	
85303	H2AC3P	6	6p22.2	pseudogene	H2AFTP|HIST1H2APS2|dJ139G21.2|H2A/T	HGNC:18804	ENSG00000242387	
85302	FBF1	17	17q25.1	protein-coding	FLJ00103|FBF-1|KIAA1863|ALB	HGNC:24674	ENSG00000188878	
107986209	H3P14	4	4q25	pseudogene	p20	HGNC:43805	ENSG00000250966	
439915	KRTAP5-5	11	11p15.5	protein-coding	KRTAP5.5|KRTAP5-11	HGNC:23601	ENSG00000185940	
107986206	LRP2BP-AS1	4	4q35.1	ncRNA	RP11-714G18.1	HGNC:55998	ENSG00000250410	
